feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
-0.19502588882204647,0.813984001070361,-1.7909789863464767,-0.5654610661600363,0.7435378449836803,0.19863858384740612,0.4920069103154348,0.9129669875912378,1
-7.285191247624423e-05,0.8361044162456269,-0.07903810088248187,1.137034516840162,0.6230970836494241,-1.150683581291776,-1.190308789466265,-0.4940607029825953,1
-1.2762108970070538,-3.389784954979401,1.175766105609177,-0.6825906726513608,-0.9630651134118454,1.1877245121202138,-0.6982110433900796,0.5904043141117303,0
1.9016357708319687,-1.6912462584577512,-0.8053901779874982,-1.7728970247420741,-1.0647561553476776,0.06953910889310848,-0.16864186864827352,-0.14565912960752947,0
0.842175565148868,-0.7913941129877157,-1.0494727170139593,-0.7152735628266591,0.32526652643822385,-0.528537425617699,0.4486724651921495,0.8963319791657649,1
-0.7727743934943797,2.3949362677818735,2.8060012774309633,-1.2841558722153543,0.16319845949635756,0.19717974380562603,-0.41823278555492294,-0.17910239034129605,1
0.13045241497174223,0.6590100299569935,1.1646178548693351,-0.1731745161458571,1.5693394283705584,1.2618565365208698,-0.7099742243672579,-0.2795374919520597,1
0.19280783839698937,-2.332565571949809,-2.6909083907318694,-1.5537985229118154,0.026572283441846933,-0.27143533556238797,-0.2669927901757878,1.190831374313689,1
0.11238118979669498,-1.3577292877444553,-0.18205219140464812,-1.330552157627444,-0.6503000099964535,-1.4829918678298653,0.6184363105987696,-0.3942643507478374,1
0.6143358846274524,0.3767033371256443,2.0472353777399075,0.7646617744258899,-2.4630638998462517,-1.1101668587226772,-0.8015955677537363,2.12252930317731,0
-0.8983664879275637,-0.41921874831299677,-0.3926264849593464,-0.9021557504108058,0.30044605976277644,-0.07033844967187146,0.8242300256860687,1.0101424202414808,1
1.3561265995962206,1.3952679070001794,1.3300589656604183,2.5494822753525375,0.5342803649501275,-0.43083925884086943,0.956558726424354,-0.9697127566034422,1
1.6088662792440336,-4.0211467839031325,-1.2016901838382665,-2.3025568967086207,0.20378755320680852,-0.4092574549377402,1.3129150397161364,1.1861274709949803,1
-1.0072605907201435,0.07566481461660879,1.217831791920614,-0.03665063617653952,1.8088613778929445,0.9041822469747064,0.5607693490151672,2.155184387299406,0
0.33177170510909826,-1.7457482358701468,-0.32927126231783,0.8628363590291614,-0.7952147710246502,-1.2374821982493482,0.6002126991480295,-1.9373053433388985,1
-1.0149688323177093,-1.7362341026397954,0.3796771853085339,-2.3525242307513072,-1.2120217668044124,0.048191162945217164,0.32495670105838087,1.5127857420203514,1
-0.2516075380481923,0.05743747754635353,2.095131646699827,-0.5538176777114727,0.8585154297756005,0.5070715872231446,-0.6405650925950659,-2.6721462547221106,1
-1.6359888354397742,-0.6028454217158927,-2.076553270891388,-0.754142960255287,0.2234236422467896,-0.47745752344711834,-0.37011419489391406,-1.4639409723598034,0
1.6785759531740878,-0.9637944754923952,-0.4186203820069688,-1.1246422224908474,0.9098102224535721,-0.9653605443802138,-1.4646020632506243,-1.406486992708842,0
1.3974479604369414,-0.48517501406810837,-0.46849364064217214,-1.4928122606058647,0.3772351690926547,1.563201459592985,-0.5417294132498943,1.3214722202151021,1
0.8412606863272118,2.0699186598549235,2.632297326653055,1.8472520635990737,-1.116705130851207,2.379043591397103,1.8525974684746198,-2.586440205842133,1
-0.12410865393746959,-2.2006073135223123,1.2301378459166297,-1.9506140893248363,-1.340622859077889,0.49536688397109707,-0.31944058081050675,0.4037233031387436,0
0.129683909565276,-1.80030098127978,0.23696595593276015,-1.884878473637655,0.4043354776306085,1.8609870401836113,-0.9122949631827532,0.16907512713317674,1
0.6957374985106182,-2.5069348250836962,0.16218977153636782,-2.8148828648545337,0.09796326447612663,-1.6930848158309462,-0.33803804090994616,1.2125473429844829,0
1.7463916378158542,1.2101380379467614,-2.759467999467401,1.1793344712015683,-0.2653853991047745,0.06265936625454731,1.2078220346204327,-4.899603959949565,0
-0.3723730584058809,-1.0774098287824494,1.4250126406764996,-0.46528624463388135,-1.227202898658293,-0.45497031296037815,1.300645242266052,0.7604448174354067,0
0.28582349040398747,-0.4248596241527659,-1.4148484475775938,0.11797788493991823,0.9396742480279019,0.8950391806387564,1.2429133824001302,-1.3373946705794215,0
-2.0998732322190468,-0.7308137632842702,-0.3637920659734506,-0.33098986462016244,-0.5998741686008157,0.17737917091446778,1.098329200694048,-1.0478282160116756,0
-0.5490710879538135,-0.7373526544276658,-0.11442615308230297,-1.256464093327387,-0.4291739396492827,0.12613151584601573,0.38375928977692547,0.9932702846445132,1
1.5990346243948264,-2.115668671014707,1.5210732526656874,0.5752374914323577,0.6567405438306748,-0.9656037484186867,0.15675952236587648,1.3939754712935695,0
1.387007319124921,-0.33740635944455855,-2.3871518406246275,-1.0501614167324025,0.10862350077716665,0.4094793861980484,-0.17074030051428166,0.8167060122084853,1
0.7838469403113846,1.1075884248149155,3.368846999781621,1.9717685522307526,-0.8232405806424808,0.46182297583640997,-0.5151502806458051,-3.195861319289329,1
0.6898974132579451,0.08138407253652358,2.3394323959037324,0.6957381576003248,-1.0538215802270385,1.8893226219805463,1.0264194548719776,2.2645260355944794,0
-0.1755708944765804,-1.5767944605900248,-0.7446431784237553,-2.3550562128558137,0.6579362927530759,-1.9855963159020165,1.0457791516023653,-0.5491469744066375,0
-1.326015412034066,1.7631725932302196,0.17306500226174226,1.1094249491608876,0.4165346626120426,-1.0746763416278968,-0.011482569620106011,0.33227299028782875,1
1.4209853538300476,0.3109178732426747,1.945010507056935,0.2627318702168092,-0.8258644959831233,-0.8630540463449824,-0.5711414876281811,-2.7314448283026773,1
-0.1193209046663986,-0.3550866419874037,2.02406176199788,-0.18680693918966873,-0.7891273775473416,-0.26211815856003734,0.18457262749829312,-0.34953550524123067,1
-0.132643144259125,-0.13076175735771456,-2.004754202813212,0.01439768959787191,-1.8045131792870404,0.675409118931041,-0.3694316894606993,-2.12612122875728,0
-0.2928314198318359,0.482226208529977,2.9821613204698556,0.39451086995571416,0.9414356201495587,-1.4916554780834013,1.027495817727876,-1.8913453683423933,1
0.4205840470203958,0.37548652395305915,0.3738437224814928,-1.2640516038083909,1.3138856210139793,0.8358292378282252,0.6441922110388413,0.5518034602840196,1
